,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
1964,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
1965,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
1966,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
1967,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
1968,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
1969,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
1970,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
1971,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
1972,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
1973,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
1974,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
1975,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
1976,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
1977,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
1978,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
1979,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
1980,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
1981,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
1982,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
1983,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
1984,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
1985,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
1986,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
1987,Mumbai G P O,400001,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
1988,Council Hall,400039,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
1989,Council Hall,400039,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
1990,Council Hall,400039,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
1991,Council Hall,400039,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
1992,Council Hall,400039,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
1993,Council Hall,400039,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
1994,Council Hall,400039,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
1995,Council Hall,400039,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
1996,Council Hall,400039,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
1997,Council Hall,400039,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
1998,Council Hall,400039,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
1999,Council Hall,400039,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2000,Council Hall,400039,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2001,Council Hall,400039,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
2002,Council Hall,400039,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
2003,Council Hall,400039,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
2004,Council Hall,400039,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
2005,Council Hall,400039,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
2006,Council Hall,400039,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
2007,Council Hall,400039,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
2008,Council Hall,400039,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
2009,Council Hall,400039,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
2010,Council Hall,400039,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
2011,Council Hall,400039,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
2012,Council Hall,400039,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
2013,Council Hall,400039,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
2014,Council Hall,400039,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
2015,N I T I E,400087,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
2016,N I T I E,400087,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
2017,N I T I E,400087,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
2018,N I T I E,400087,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
2019,N I T I E,400087,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
2020,N I T I E,400087,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
2021,N I T I E,400087,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
2022,N I T I E,400087,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
2023,N I T I E,400087,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
2024,N I T I E,400087,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
2025,N I T I E,400087,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
2026,N I T I E,400087,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2027,N I T I E,400087,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2028,N I T I E,400087,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
2029,N I T I E,400087,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
2030,N I T I E,400087,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
2031,N I T I E,400087,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
2032,N I T I E,400087,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
2033,N I T I E,400087,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
2034,N I T I E,400087,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
2035,N I T I E,400087,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
2036,N I T I E,400087,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
2037,N I T I E,400087,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
2038,N I T I E,400087,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
2039,N I T I E,400087,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
2040,N I T I E,400087,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
2041,N I T I E,400087,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
2042,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
2043,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
2044,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
2045,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
2046,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
2047,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
2048,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
2049,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
2050,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
2051,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
2052,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
2053,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2054,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2055,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
2056,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
2057,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
2058,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
2059,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
2060,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
2061,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
2062,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
2063,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
2064,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
2065,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
2066,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
2067,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
2068,Rajbhavan,400035,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
2069,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
2070,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
2071,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
2072,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
2073,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
2074,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
2075,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
2076,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
2077,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
2078,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
2079,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
2080,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2081,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2082,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
2083,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
2084,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports
2085,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Residency Hotel,18.934977866806893,72.83348094090624,Hotel
2086,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Subway,18.938249673818397,72.83302651333345,Sandwich Place
2087,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Barista,18.938509712260338,72.83360746357721,Coffee Shop
2088,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
2089,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
2090,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Press Club Mumbai,18.94072099666554,72.8324689240542,Bar
2091,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Mocambo Café,18.934266798708123,72.83369775717813,Café
2092,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
2093,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Hotel Deluxe,18.933914831352393,72.83320482251608,Indian Restaurant
2094,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,Costa Coffee,18.93517118749109,72.8336185812182,Coffee Shop
2095,Veer Jijamata Bhosle Udyan,400027,18.9387711,72.8353355,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
2096,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Versova Sea Face,19.133918448583973,72.81404049381261,Beach
2097,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Jam Jar Diner,19.132830122875927,72.8122682165112,Diner
2098,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Chaayos,19.133940586140564,72.81127052237414,Café
2099,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,The House,19.13101420194339,72.8139107478365,Café
2100,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Chaicoffi,19.13340026526733,72.81168601055077,Café
2101,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Blue Tokai Coffee Roasters,19.132763,72.81233,Café
2102,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Cat cafe studio,19.13052767826009,72.81618159604199,Recreation Center
2103,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Barrio,19.136511404003564,72.81014070132593,Restaurant
2104,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Natural's,19.129179583903557,72.81571174877355,Ice Cream Shop
2105,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Versova Beach,19.136007881470935,72.81489450733154,Beach
2106,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Dimsum & More,19.12972157552793,72.81503379163433,Asian Restaurant
2107,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Leaping Windows Cafe,19.13877514639195,72.81348180517033,Café
2108,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Barista Lavazza,19.13113081315912,72.81384937132502,Café
2109,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,6th Street Yogurt,19.133777862709394,72.81139160548804,Frozen Yogurt Shop
2110,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Sancha Ice Creams,19.12950575830921,72.81529040329794,Ice Cream Shop
2111,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Scrumptious Eatery,19.135858860156482,72.80965332858648,Bakery
2112,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Malwani Kalwan,19.128792537336782,72.81661913692211,Seafood Restaurant
2113,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Chai Coffi,19.133485999999998,72.811689,Café
2114,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Domino's Pizza,19.134687585490514,72.81073725432505,Pizza Place
2115,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Baskin-Robbins,19.128965622454587,72.8162043736305,Ice Cream Shop
2116,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Sirocco,19.13642578029045,72.81005728382694,Bistro
2117,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Barista Lavazza,19.133398588317093,72.81172656384248,Coffee Shop
2118,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,iVY,19.131124509483254,72.8138449668917,Bar
2119,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Legacy Of China,19.130122894139003,72.81816595421142,Chinese Restaurant
2120,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,D mart,19.136470927415534,72.81088985058919,Miscellaneous Shop
2121,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Enigma,19.130117697968462,72.81813838512565,Pub
2122,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Costa Coffee,19.129040257691102,72.81754060251022,Café
2123,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Subway,19.13242616195002,72.81257060741767,Sandwich Place
2124,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Studio Skull,19.13294223291349,72.81638068890956,Music Venue
2125,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Tea Villa Cafe Versova,19.13139273607455,72.81345809051294,Café
2126,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Jimjam Diner,19.13177286203565,72.81468100423102,Italian Restaurant
2127,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Guru kripa punjabi dhaba,19.130675936731265,72.81400587158011,Indian Restaurant
2128,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Pizza Casa,19.130131411867442,72.81491758873669,Pizza Place
2129,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Nariyal Pani,19.132543354493016,72.81851826128684,Food Truck
2130,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Monalisa Salon,19.129594371543266,72.81530141830443,Salon / Barbershop
2131,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,The Belgian Waffle Co.,19.12937,72.81557,Creperie
2132,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Gelato Italiano,19.129338385247305,72.81566773321883,Dessert Shop
2133,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Bliss,19.129830381328095,72.8174161379745,Boutique
2134,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,versova,19.138698427567352,72.81486565557209,Farm
2135,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Home,19.138732127328367,72.81450789345206,Gym / Fitness Center
2136,Vesava (Versova),400061,19.13373646053233,72.81487711581413,Mumbai,Tangles Tan,19.13889358542294,72.81439715162811,Salon / Barbershop
2137,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Hit & Run,19.10778746919096,72.86333266520172,Falafel Restaurant
2138,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,NH1 Kitchen and Bar,19.1113345026096,72.85863942166637,Cocktail Bar
2139,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Faaso's,19.113938442040997,72.86232968704125,Fast Food Restaurant
2140,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Cafe Coffee Day,19.112272267401284,72.86110550627025,Café
2141,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Pizza Hut,19.112927868699387,72.86443418302402,Pizza Place
2142,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Nagpal Fish n Fry,19.10785995351046,72.86331215176456,Seafood Restaurant
2143,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,The Mirador Mumbai,19.11146199640433,72.86066732390752,Asian Restaurant
2144,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Shree,19.112256197260013,72.8611131409699,Restaurant
2145,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Big Cinemas,19.11266163946256,72.85912024440914,Multiplex
2146,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Hotel Suba International,19.10614013007769,72.8602177464914,Hotel
2147,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Maharaja,19.110202690485515,72.85884683551654,Bar
2148,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Cafe Coffee Day,19.10691087388167,72.8640158100946,Café
2149,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Grapevine Gourmet Cuisine,19.111839535379122,72.86074876785278,Vegetarian / Vegan Restaurant
2150,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Buckets And Tuckets,19.11437575365544,72.8616298787184,Fast Food Restaurant
2151,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,"Blue fox restaurant and bar,j.b.nagar",19.108691092087806,72.8647683273342,Restaurant
2152,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Sangam BIG Cinemas,19.112427116974573,72.86491627091544,Multiplex
2153,Vidyanagari,400098,19.109091600000006,72.8607705,Mumbai,Zesto,19.11297441795795,72.8644164077313,Café
2154,Airoli Mode,400708,19.17297875,73.00353220000002,Navi Mumbai,Zayna uber dining,19.168998923548813,73.00046394601863,Restaurant
2155,Airoli Mode,400708,19.17297875,73.00353220000002,Navi Mumbai,Balaji gardens,19.170120667271657,72.99922147755812,Garden
2156,Airoli Mode,400708,19.17297875,73.00353220000002,Navi Mumbai,Barworks Eatery & Bar,19.168730425560263,73.00024780846313,Cocktail Bar
2157,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
2158,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Town House Cafe,18.93854995852304,72.83346355505407,Bar
2159,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
2160,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Cafe Excelsior,18.93770120763569,72.8335661466234,Café
2161,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432037,72.83525722997862,Train Station
2162,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
2163,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
2164,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant
2165,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
2166,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Café Universal,18.936020671277106,72.83745296372305,Irani Cafe
2167,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
2168,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2169,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2170,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,Dakshin Bar And Kitchen,18.936489452301352,72.83748977150547,Seafood Restaurant
2171,JNPT Town Ship,400707,18.9387711,72.8353355,Navi Mumbai,The Clearing House,18.935328221472208,72.8382632440215,Lounge
