,Post Office,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
782,Manor,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
783,Bhavani Shankar Road,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
784,Mumbai G P O,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
785,Council Hall,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
786,N I T I E,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
787,Rajbhavan,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
788,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
789,Vidyanagari,19.109091600000003,72.8607705,Chakala Market,19.10965495561251,72.86280680171585,Market
790,JNPT Town Ship,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
791,Ganeshpuri,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
792,Papdi,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
793,Vasai Road East,18.9387711,72.8353355,ishwar market,18.943580627441406,72.83431243896484,Market
794,August Kranti Marg,18.963548899999996,72.8099885,Gamdevi Police Station,18.962355784838252,72.81333650745655,Police Station
795,Antop Hill,19.0207608,72.8652556,Wadala Police Station,19.01799,72.86324,Police Station
796,Ballard Estate,18.9366512,72.83913249999999,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
797,Bandra (East),19.0616565,72.8498111,Bandra Kherwadi Police Station ¤,19.065403379729908,72.85012722015381,Police Station
798,Bangur Nagar,19.1688142,72.8336777,Bangur Nagar Police Chowky,19.16593743869015,72.8350091254162,Police Station
799,Mumbai Central,18.9695855,72.8193152,tardeo police station,18.969288386076567,72.8156735035521,Police Station
800,Borivli HO,19.2314681,72.8405735,MHB Colony Police Station,19.232227504111677,72.84061161106236,Police Station
801,Chakala MIDC,19.115287300000002,72.8618085,MIDC Police Station,19.11814204836861,72.86432987004567,Police Station
802,Chembur,19.0612128,72.89759090000001,Tilak Nagar Police Station,19.065524329097602,72.89584484448596,Police Station
803,Dadar,19.019282,72.8428757,Dadar Station Police Station East,19.017885208129883,72.84204864501953,Police Station
804,Delisle Road,18.993260199999998,72.8310115,N M Joshi Marg Police Station,18.992881202794003,72.83207224059781,Police Station
805,Dharavi,19.044463,72.8586177,dharavi police chowki,19.043336868286133,72.85735321044922,Police Station
806,F C I Mumbai,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
807,Ghatkopar (West),19.0897194,72.90459720000001,Tilak nagar police station,19.086255631321848,72.90630277382519,Police Station
808,Goregaon (East),19.169262300000003,72.8552548,aarey road police chowki,19.166522979736328,72.85448455810547,Police Station
809,Grant Road,18.9644472,72.81357270000001,Gamdevi Police Station,18.962355784838252,72.81333650745655,Police Station
810,Hutatma Chowk,18.9341699,72.83252,Trafic police office,18.935701455103914,72.8304451104045,Police Station
811,I I T Mumbai,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
812,J B Nagar,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
813,Khar,19.069658399999998,72.8398944,Khar police station,19.072934974627717,72.83761709563021,Police Station
814,Kurla,19.065279699999998,72.87938050000001,"Nehru Nagar Police Station, Kurla",19.0596137457671,72.88081762452656,Police Station
815,Mahim,19.0423145,72.8398344,Mahim Police Station,19.040300640020703,72.84425806180667,Police Station
816,Malad (East),19.186021899999997,72.8563181,Dindoshi police station,19.181025767293907,72.85842215760209,Police Station
817,Malad (West),19.1840129,72.8412155,Malad Police Station,19.183743469050377,72.84441211160005,Police Station
818,Mazgaon,18.968051899999995,72.84001187036267,"Byculla Police Station, Beat n.o 4",18.969539113603044,72.8400807940566,Police Station
819,Motilal Nagar,19.1589951,72.84019707773173,Bangur Nagar Police Station,19.159328745332925,72.83632465370333,Police Station
820,Mulund Colony,19.1777778,72.93835109999999,Navghar Police Station,19.173613823439243,72.94131880115495,Police Station
821,Pant Nagar,19.086820899999996,72.9156026,"Pantnagar police station, ghatkopar",19.088849819753534,72.91653529794856,Police Station
822,Parel,19.0094817,72.8376614,Bhoiwada Police Station,19.004739427067154,72.83911724283902,Police Station
823,Santacruz (East),19.0815223,72.84175649999999,Traffic Police Station,19.08031861317165,72.84669284500045,Police Station
824,Santacruz (West),19.084877,72.83497270000001,Santacruz Police Station,19.084348198531426,72.83488795798,Police Station
825,Shivaji Nagar (Kurla),19.1141005,72.86228990000001,MIDC Police Station,19.11814204836861,72.86432987004567,Police Station
826,Telecom Factory Deonar,19.046900450000006,72.91846239254782,Govandi Police Station,19.048103091551965,72.91696786880493,Police Station
827,Tilak Nagar,19.0692377,72.8978464,Tilak Nagar Police Station,19.065524329097602,72.89584484448596,Police Station
828,Tulsiwadi,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
829,Worli,19.0116962,72.81807020000001,Traffic POLICE Headquaters,19.010170968169238,72.8187144502565,Police Station
830,Belapur,19.01898695,73.03909472408442,"Commissioner of Police, Belapur",19.02300057618744,73.03906633588174,Police Station
831,Vashi,19.075713,73.0003541,Vashi Police Station,19.07203698807645,72.99655184301552,Police Station
832,Manor,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
833,Mira,19.282057100000003,72.8741437,s k stone Police Chowky,19.277928236029563,72.87590256842171,Police Station
834,Naupada,19.083579,72.88865190000001,Ghatkopar Police Station,19.084033010704854,72.88939565730381,Police Station
835,Thane (East),19.0308262,73.0198537,Nerul Police Station,19.02889407759429,73.01860568771454,Police Station
836,Bhavani Shankar Road,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
837,Mumbai G P O,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
838,Council Hall,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
839,N I T I E,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
840,Rajbhavan,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
841,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
842,JNPT Town Ship,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
843,Ganeshpuri,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
844,Papdi,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
845,Vasai Road East,18.9387711,72.8353355,Azad Maidan Police Station,18.939298024264758,72.83576497806315,Police Station
846,Andheri (East),19.1158835,72.854202,Gundavli Municipal School,19.116824036502273,72.85358164917547,High School
847,Andheri (West),19.1172495,72.833968,Ecole Mondiale World School,19.11264099835922,72.83393015612634,High School
848,Ballard Estate,18.9366512,72.83913249999999,Manohardas Municipal School,18.938027,72.836346,Elementary School
849,Bandra (East),19.0616565,72.8498111,IES PRIMARY SCHOOL,19.066129572880964,72.84956608858228,High School
850,Bandra (West),19.058335800000002,72.83026690000001,St. Josephs Convent High School,19.056078460403747,72.82982772128558,High School
851,Bhandup (East),19.1485568,72.9470657,rahul motor training school,19.14832587489057,72.94279523291004,Driving School
852,Mumbai Central,18.9695855,72.8193152,The New Era School,18.966305576515353,72.8165044301221,School
853,Borivli (East),19.225108499999997,72.8502063,St. Anne's High School,19.226173667642577,72.84992379926024,High School
854,Borivli (West),19.225108499999997,72.8502063,St. Anne's High School,19.226173667642577,72.84992379926024,High School
855,Borivli HO,19.2314681,72.8405735,Don Bosco High School,19.229870206263293,72.8409751046486,High School
856,Chakala MIDC,19.115287300000002,72.8618085,School for European Pastry,19.11546871206636,72.86173582077026,Adult Education Center
857,Chinch Bunder,18.9641312,72.8416378,St Peter's School,18.968010753530297,72.84019356653667,School
858,Colaba,18.915091,72.8259691,Navy Children School,18.91692,72.8268,School
859,Cumballa Hill,18.9693073,72.8065375,S P J Sadhana School,18.969904987973987,72.80700053925015,School
860,Dadar,19.019282,72.8428757,King George School,19.02166087460775,72.84838333178422,High School
861,Dahisar,19.2494501,72.85962059999999,SVP High School,19.25087970653311,72.8648087115182,School
862,Dharavi,19.044463,72.8586177,Dharavi Transit Camp Municipal School,19.042748357760125,72.85949349403381,School
863,F C I Mumbai,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
864,Ghatkopar (West),19.0897194,72.90459720000001,Muncipal School,19.089056,72.902735,School
865,Girgaon,18.9543165,72.8179082,SS sahaney high school,18.95483955473394,72.81988004030282,High School
866,Goregaon (East),19.169262300000003,72.8552548,St Pius School,19.16643481042667,72.85568171475397,High School
867,Goregaon (West),19.1633281,72.8411995,Siddharth Nagar Municipal English School,19.158235326486523,72.84373302242516,Middle School
868,Grant Road,18.9644472,72.81357270000001,girton high school,18.966216,72.816448,High School
869,Hutatma Chowk,18.9341699,72.83252,J. B. Petit High School,18.934965286881084,72.83197090589121,School
870,I I T Mumbai,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
871,J B Nagar,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
872,Jogeshwari (East),19.1369889,72.8649418,Saint Xavier School,19.138325196965148,72.86817788256407,High School
873,Juhu,19.1070215,72.8275275,Jamnabai Narsee School,19.105950185740102,72.83203185097261,School
874,Kalbadevi,18.9492575,72.82793819999999,Barretto High School,18.948813996364283,72.82838521725643,High School
875,Kandivli (East),19.2064788,72.83845050000001,St . Josephs High School,19.206741209061107,72.83800944271557,High School
876,Kandivli (West),19.2064788,72.83845050000001,St . Josephs High School,19.206741209061107,72.83800944271557,High School
877,Khar,19.069658399999998,72.8398944,Laxmi Nagar School,19.06804619845008,72.83755939747613,High School
878,Kurla,19.065279699999998,72.87938050000001,Nehru Nagar Municipal School,19.062062196553647,72.87755823817292,School
879,Mahim,19.0423145,72.8398344,Victoria High School,19.042785770922986,72.84059430183044,High School
880,Malabar Hill,18.9581616,72.80336650000001,Cathedral & John Connon Infant School,18.955829240185004,72.80352665114688,School
881,Malad (East),19.186021899999997,72.8563181,Motion Makers -  The Digital Animation & Visual Effect School,19.18827868511733,72.85362482070923,School
882,Mandvi,18.9550564,72.83479190000001,Saifee High School,18.958229481372445,72.83161064448258,High School
883,Marine Lines,18.9456701,72.82378100000001,Gamadia School,18.944956,72.822213,High School
884,Matunga,19.027435600000004,72.85014670000001,IES English Medium School,19.022028600441946,72.84916799059556,High School
885,Mazgaon,18.968051899999995,72.84001187036267,St Peter's School,18.968010753530297,72.84019356653667,School
886,Motilal Nagar,19.1589951,72.84019707773173,Siddharth Nagar Municipal English School,19.158235326486523,72.84373302242516,Middle School
887,Mulund (East),19.1704719,72.9610447,Daffodils High Public School,19.17211,72.95812,High School
888,Mulund (West),19.1719717,72.95119559999999,vaze school,19.16950552932668,72.9497274187712,High School
889,Pant Nagar,19.086820899999996,72.9156026,Pantnagar Marathi School,19.086054,72.919051,High School
890,Parel,19.0094817,72.8376614,Smt. Kamla Mehta Dadar School for the Blind,19.01042992136531,72.84165016272567,School
891,Prabhadevi,19.0148811,72.8279556,Prabhadevi Municipal School,19.014405,72.826403,High School
892,Rajawadi,19.07853645,72.90019463836587,R N Gandhi High School,19.077516555786133,72.89920806884766,High School
893,Santacruz (East),19.0815223,72.84175649999999,Podar International School,19.081823683464798,72.83794020504055,High School
894,Santacruz (West),19.084877,72.83497270000001,Podar International School,19.081823683464798,72.83794020504055,High School
895,Shivaji Nagar (Kurla),19.1141005,72.86228990000001,School for European Pastry,19.115407888532477,72.86197185516357,Adult Education Center
896,Tagore Nagar,19.117627600000002,72.93220059999999,Vidyamandir School ¤,19.116984900229383,72.93514552646452,High School
897,Telecom Factory Deonar,19.046900450000006,72.91846239254782,Gateway School Of Mumbai,19.04554173402207,72.91484528888107,Middle School
898,Tilak Nagar,19.0692377,72.8978464,Tilaknagar Municipal School,19.067578464088538,72.89452314376831,School
899,Tulsiwadi,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
900,Vikhroli,19.1114795,72.928021,Ravi Motor Training School,19.113597,72.932032,Driving School
901,Vile Parle (East),19.0962884,72.84837990000001,Sangam Driving School,19.098217898027297,72.84626589426018,Driving School
902,Vile Parle (West),19.1038725,72.84029029999999,St Joseph Convent High School,19.10655,72.84001,School
903,Worli,19.0116962,72.81807020000001,Green Lawns School Worli,19.0129899299289,72.81759738922119,High School
904,Vashi,19.075713,73.0003541,Sacred Heart High School,19.077472013520687,72.99862182146981,School
905,Boisar,19.2091438,72.8591832,Thakur Vidya Mandir School,19.210813646952953,72.86430679332427,School
906,Manor,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
907,Naupada,19.083579,72.88865190000001,Holy cross high school,19.083840586618866,72.88657480464177,High School
908,Thane (East),19.0308262,73.0198537,"St. Augustine's High School, Nerul",19.033906556336547,73.02011622799193,High School
909,Bhavani Shankar Road,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
910,Mumbai G P O,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
911,Council Hall,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
912,N I T I E,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
913,Rajbhavan,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
914,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
915,Vidyanagari,19.109091600000003,72.8607705,Bombay Cambridge School Andheri (East),19.11038809754681,72.86248949460806,School
916,JNPT Town Ship,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
917,Ganeshpuri,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
918,Jakegram,19.13261205,72.93201331422414,IES Secondary School,19.13597336439562,72.93454209258101,High School
919,Kopri Colony,19.13261205,72.93201331422414,IES Secondary School,19.13597336439562,72.93454209258101,High School
920,Papdi,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
921,Vasai Road East,18.9387711,72.8353355,Manohardas Municipal School,18.938027,72.836346,Elementary School
922,B A R C,19.0167,72.85,Auxilium Convent School,19.01620168738538,72.85447591009165,Student Center
923,NAD Karanja,19.0778,72.8944,R N Gandhi High School,19.077516555786133,72.89920806884766,High School
924,August Kranti Marg,18.963548899999996,72.8099885,Sophia College Science Building,18.962831497192383,72.81555938720703,College Science Building
925,Andheri (West),19.1172495,72.833968,RIMS International School and Junior College,19.11536733949744,72.83261775970459,College Academic Building
926,Ballard Estate,18.9366512,72.83913249999999,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
927,Bandra (East),19.0616565,72.8498111,Chetana College,19.061028239037217,72.84847063978411,College Cafeteria
928,Bandra (West),19.058335800000002,72.83026690000001,St. Andrew's College,19.05676360204929,72.82866954803467,College Academic Building
929,Bhandup,19.1438684,72.9384327,Menon College,19.14320727698384,72.93956126055939,College Academic Building
930,Mumbai Central,18.9695855,72.8193152,Nayar Dental Hospital And College,18.968660354614258,72.82044219970703,College Administrative Building
931,Borivli (East),19.225108499999997,72.8502063,Prahladrai Dalmia Lions College of Commerce & Economics,19.221919255311057,72.85061614101136,College Academic Building
932,Borivli (West),19.225108499999997,72.8502063,Prahladrai Dalmia Lions College of Commerce & Economics,19.221919255311057,72.85061614101136,College Academic Building
933,Chinch Bunder,18.9641312,72.8416378,Burhani College Cafeteria,18.964664798673997,72.8438311067913,College Cafeteria
934,Colaba,18.915091,72.8259691,K m kundnani college of pharmacy,18.915761704839042,72.82383838879184,College & University
935,Cumballa Hill,18.9693073,72.8065375,Sophia College For Women,18.96969174738996,72.8070616722107,General College & University
936,Dadar,19.019282,72.8428757,Kirti College,19.02353047244375,72.8416386232871,College Classroom
937,Dahisar,19.2494501,72.85962059999999,"Topiwala National Medical College,Mumbai Central",19.25082930175482,72.85815099937463,Medical School
938,Dharavi,19.044463,72.8586177,"SIES College of Arts, Science & Commerce",19.041145960657737,72.86126375198364,College Science Building
939,F C I Mumbai,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
940,Ghatkopar (West),19.0897194,72.90459720000001,Ramniranjan Jhunjhunwala College,19.086666618919,72.90904264134205,General College & University
941,Girgaon,18.9543165,72.8179082,K.P.B. Hinduja College Of Commerce,18.95313316249874,72.81799893678426,College Administrative Building
942,Goregaon (East),19.169262300000003,72.8552548,St. Pius College,19.166497748441955,72.85813369139235,College Academic Building
943,Goregaon (West),19.1633281,72.8411995,Vivek College Of Commerce,19.1585261538409,72.84388303756714,General College & University
944,Grant Road,18.9644472,72.81357270000001,Sophia College Science Building,18.962831497192383,72.81555938720703,College Science Building
945,Hutatma Chowk,18.9341699,72.83252,Siddharth College,18.934056172044304,72.83225110885763,General College & University
946,I I T Mumbai,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
947,J B Nagar,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
948,Jogeshwari (East),19.1369889,72.8649418,Vjti college,19.13664463879174,72.86927400686373,College Engineering Building
949,Juhu,19.1070215,72.8275275,Bo-12 Lotus College Of Optometry,19.109567642211914,72.82747650146484,College Classroom
950,Kalbadevi,18.9492575,72.82793819999999,KES College of Commerce & Arts Cafeteria,18.9485867,72.8294243,College Cafeteria
951,Kandivli (East),19.2064788,72.83845050000001,KES College Cafeteria,19.203971140413657,72.83968268054275,College Cafeteria
952,Kandivli (West),19.2064788,72.83845050000001,KES College Cafeteria,19.203971140413657,72.83968268054275,College Cafeteria
953,Khar,19.069658399999998,72.8398944,MPSPS College,19.070064,72.845597,College Academic Building
954,Malad (West),19.1840129,72.8412155,Mittal College,19.185411794632742,72.83762286544487,College Academic Building
955,Mandvi,18.9550564,72.83479190000001,H R College Of Commerce And Economics,18.952680971699476,72.83502643504505,College & University
956,Mantralaya,18.92766235,72.82703930367538,HR College Of Commerce & Economics,18.92989790752779,72.82675527925002,College Math Building
957,Marine Lines,18.9456701,72.82378100000001,H.R. College,18.94500334415345,72.82402303322074,General College & University
958,Matunga,19.027435600000004,72.85014670000001,R A Podar College Of Commerce & Economics,19.02510025820808,72.85029304843975,College Math Building
959,Mazgaon,18.968051899999995,72.84001187036267,burhani college,18.970445949663905,72.83538993696646,College Arts Building
960,Motilal Nagar,19.1589951,72.84019707773173,Vivek College Of Commerce,19.1585261538409,72.84388303756714,General College & University
961,Mulund (East),19.1704719,72.9610447,Mulund College Of Commerce,19.170577058197715,72.9604828638031,General College & University
962,Nehru Nagar,19.0010485,72.8194265,Watumal College of Engineering,18.999678672944206,72.81655059262663,College Auditorium
963,Parel,19.0094817,72.8376614,BHAUSAHEB HIRE JR COLLEGE,19.009518,72.842477,Community College
964,Rajawadi,19.07853645,72.90019463836587,"S K Somaiya College of Arts, Science And Commerce",19.077489708281735,72.89943854725196,College Academic Building
965,Santacruz (East),19.0815223,72.84175649999999,patuck gala college of commerce and management,19.0806217173171,72.84664668819983,College Academic Building
966,Santacruz (West),19.084877,72.83497270000001,Raheja college,19.085637029435947,72.83249921622667,College Academic Building
967,Sion,19.046521300000002,72.8632834,Sies College Of Commerce & Economics,19.04363536110904,72.86660291632184,College Arts Building
968,Tagore Nagar,19.117627600000002,72.93220059999999,Sandesh law college,19.115174068246702,72.93299639927712,Law School
969,Tilak Nagar,19.0692377,72.8978464,K. J. Somaiya College Of Engineering,19.070623961759825,72.89628018606312,College Engineering Building
970,Tulsiwadi,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
971,Vikhroli,19.1114795,72.928021,Vikas College,19.1119092,72.9302424,College Science Building
972,Vile Parle (East),19.0962884,72.84837990000001,Sathaye College,19.09879388896983,72.8501949666812,College Academic Building
973,Vile Parle (West),19.1038725,72.84029029999999,"Mithibai College Of Arts, Chauhan Institute Of Science & Amruthben Jivanlal College Of Commerce And Economics",19.102725693056406,72.83731698989868,College Academic Building
974,Belapur,19.01898695,73.03909472408442,Rai Foundation College,19.016427,73.042604,College Engineering Building
975,Uran,18.8808,72.9386,U.E.S. College,18.883998040237316,72.93525149324013,College Technology Building
976,Vashi,19.075713,73.0003541,Karmaveer Bhaurao Patil College,19.077233497790253,73.00160278901976,College Academic Building
977,Manor,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
978,Mira Road,19.1878962,72.8365955,Mittal College,19.185411794632742,72.83762286544487,College Academic Building
979,Naupada,19.083579,72.88865190000001,"Spectrum, Don Bosco College",19.083703994750977,72.89115142822266,General College & University
980,Nirmal,18.92732875,72.82219717183933,HR College Of Commerce & Economics,18.92989790752779,72.82675527925002,College Math Building
981,Thane (East),19.0308262,73.0198537,Terna Engineering College (TEC),19.033155517577867,73.01756652257497,College Engineering Building
982,Anu Shakti Nagar,19.037527767647287,72.92814570708681,Atomic Energy Junior College,19.03762168829792,72.92699809155346,College Academic Building
983,Bhavani Shankar Road,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
984,Mumbai G P O,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
985,Council Hall,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
986,N I T I E,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
987,Rajbhavan,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
988,Veer Jijamata Bhosle Udyan,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
989,JNPT Town Ship,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
990,Nerul Mode,19.047375,73.0193,Dr. D Y Patil Dental College & Hospital,19.045169102376352,73.02402513803554,Medical School
991,Ganeshpuri,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
992,Papdi,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
993,Vasai Road East,18.9387711,72.8353355,Government Dental College,18.939510042543017,72.83669969336142,College Academic Building
994,B A R C,19.0167,72.85,Akbar Peerbhoy College,19.020736988190126,72.85026420086783,College Communications Building
995,NAD Karanja,19.0778,72.8944,"S K Somaiya College of Arts, Science And Commerce",19.077489708281735,72.89943854725196,College Academic Building
996,Bandra (West),19.058335800000002,72.83026690000001,D'Monte Park Recreation Centre,19.059629587422016,72.82599507232585,Event Space
997,Bangur Nagar,19.1688142,72.8336777,Jogger's park,19.164700638861195,72.83515337228556,Park
998,Colaba,18.915091,72.8259691,Harish Mahindra Children's Park,18.91486679408915,72.82368836509063,Park
999,Cumballa Hill,18.9693073,72.8065375,"Amarsons Park, Breach Candy",18.972316882196097,72.80632673666895,Park
1000,Ghatkopar (West),19.0897194,72.90459720000001,"Joggers park,L B S marg. Ghatkopar west",19.08758170440374,72.9019766034836,Park
1001,Goregaon (West),19.1633281,72.8411995,Guru Nanak Park,19.159896850585938,72.8392562866211,Park
1002,Jogeshwari (East),19.1369889,72.8649418,Hemant Karkare Park,19.137348832209767,72.86815480620962,Park
1003,Juhu,19.1070215,72.8275275,Pushpa Narsee Park,19.1045463792865,72.83091824867196,Park
1004,Kharodi,19.191684,72.8140978,Kalpana Park,19.19649124145508,72.81488800048828,Park
1005,Malabar Hill,18.9581616,72.80336650000001,Priyadarshini Park,18.95751519120163,72.79961414024795,Park
1006,Mandpeshwar,19.23584235,72.85283655957588,Joggers park,19.23704424260088,72.85010265440167,Park
1007,Motilal Nagar,19.1589951,72.84019707773173,Guru Nanak Park,19.159896850585938,72.8392562866211,Park
1008,Pant Nagar,19.086820899999996,72.9156026,Arun Vaidya Park,19.085515133811246,72.9127986123161,Garden
1009,Parel,19.0094817,72.8376614,Pramod Mahajan Kala Park,19.01331901550293,72.83770751953125,Park
1010,Rajawadi,19.07853645,72.90019463836587,joggers park,19.07736352417636,72.90329176752041,Park
1011,Santacruz (West),19.084877,72.83497270000001,Muktananda Park,19.081793840452097,72.83238721154669,Park
1012,Ghansoli,19.1193307,72.9995096,CIDCO Park,19.121826844176848,73.00300965417274,Park
1013,Turbhe,19.0761648,73.01766154369601,Cidco Nature Park,19.076810433201356,73.01267297519074,Park
1014,Bhayandar,19.1971521,72.8113662,Kalpana Park,19.19649124145508,72.81488800048828,Park
1015,Boisar,19.2091438,72.8591832,Joggers Park (Thakur Zagadu Singh Charitable trust),19.210427453563454,72.86364555358887,Park
1016,Mira,19.282057100000003,72.8741437,sai baba nagar park,19.283890448292105,72.87027782160074,Park
1017,Thane (East),19.0308262,73.0198537,mother teresa park nerul east,19.028223037719727,73.02192687988281,Park
1018,Vesava (Versova),19.13373646053233,72.81487711581413,Park,19.137666,72.815483,Park
